timestep,tcp_pose_0,tcp_pose_1,tcp_pose_2,tcp_pose_3,tcp_pose_4,tcp_pose_5,tcp_pose_6,pose_command_0,pose_command_1,pose_command_2,pose_command_3,pose_command_4,pose_command_5,pose_command_6,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6
0,-0.18183527886867523,0.3442615568637848,0.42656823992729187,-0.18760886788368225,0.016532674431800842,0.9675516486167908,0.16802994906902313,-0.14996932446956635,0.2500178813934326,0.10006284713745117,3.498119622236118e-05,1.0000735521316528,-2.0107087038923055e-05,-7.734258542768657e-05,0.678471565246582,0.627814769744873,-4.0722503662109375,-0.0952349603176117,0.8731383681297302,0.5915812253952026,-0.9120969176292419
1,-0.14753572642803192,0.3437502980232239,0.4161730110645294,0.15281039476394653,-0.07636764645576477,-0.9655729532241821,-0.19573837518692017,-0.1500832438468933,0.25001755356788635,0.09991785883903503,7.579351222375408e-05,0.9999299049377441,-4.0533286664867774e-05,4.410037217894569e-05,0.17046940326690674,1.3071403503417969,-4.0453901290893555,0.4505724310874939,1.5824699401855469,0.6943998336791992,-0.10940255224704742
2,-0.1136436015367508,0.3406420052051544,0.40637850761413574,-0.10383658856153488,0.07731007039546967,0.9644826054573059,0.2304137796163559,-0.1500781625509262,0.24990050494670868,0.0999232679605484,6.489389488706365e-05,1.0000585317611694,4.236277163727209e-05,-3.6999699659645557e-06,0.3952275216579437,1.5400251150131226,-3.8843495845794678,0.3160746693611145,0.7611085176467896,1.0695478916168213,-1.0277116298675537
3,-0.11926832795143127,0.3291303813457489,0.3889656364917755,0.08510732650756836,-0.08332856744527817,-0.9639726877212524,-0.23751555383205414,-0.15009146928787231,0.2500758171081543,0.09993141144514084,2.2517233446706086e-05,1.000025987625122,2.5245135475415736e-05,5.105362652102485e-05,-0.5110098123550415,1.1045312881469727,-3.8010261058807373,0.20292381942272186,1.6002228260040283,0.9579505920410156,-0.2141488641500473
4,-0.10322683304548264,0.32808297872543335,0.3675132393836975,0.0610400028526783,-0.1209169253706932,-0.9608204960823059,-0.24187803268432617,-0.14990365505218506,0.24993063509464264,0.10002440214157104,2.1555257262662053e-05,1.0000680685043335,8.832719322526827e-05,8.789722778601572e-05,0.17183314263820648,1.4816964864730835,-3.516052722930908,0.2245810627937317,0.7889667749404907,1.1472089290618896,-0.9460693001747131
5,-0.08540279418230057,0.334848552942276,0.33103570342063904,0.03917770832777023,-0.16065308451652527,-0.9607857465744019,-0.22229762375354767,-0.14998139441013336,0.24993093311786652,0.0999050959944725,-9.025177132571116e-05,1.000098705291748,-5.1827242714352906e-05,-8.299220644403249e-05,0.15565894544124603,1.4233413934707642,-3.4461193084716797,0.22342506051063538,0.7268527150154114,1.0973807573318481,-0.8407356142997742
6,-0.08667566627264023,0.33680808544158936,0.2855367958545685,0.02138156071305275,-0.1728736013174057,-0.9663498401641846,-0.18934845924377441,-0.15005362033843994,0.25008252263069153,0.10000675916671753,8.705554500920698e-05,1.0000596046447754,-3.593042492866516e-06,7.339142757700756e-05,-0.010192320682108402,1.2107210159301758,-3.042275905609131,0.18948900699615479,0.6771406531333923,1.061967372894287,-0.800116240978241
7,-0.09106802940368652,0.3328621983528137,0.2408163845539093,5.940070695942268e-05,-0.18047092854976654,-0.9705997705459595,-0.15895119309425354,-0.1499273031949997,0.2500874698162079,0.10003390908241272,-8.939307008404285e-05,0.9999215602874756,-8.278724999399856e-05,2.798770583467558e-05,-0.07448919117450714,0.9693701267242432,-2.447701930999756,0.16513162851333618,0.6509670615196228,0.9818485975265503,-0.7295166254043579
8,-0.09144532680511475,0.3245462477207184,0.19766248762607574,-0.02602124586701393,-0.19193491339683533,-0.9721934199333191,-0.13164013624191284,-0.14997515082359314,0.24997098743915558,0.10003297030925751,7.5651551014743745e-06,0.999925971031189,-5.640170638798736e-05,-1.2550124665722251e-05,-0.10276457667350769,0.7020496726036072,-1.803279995918274,0.1109614372253418,0.6258891820907593,0.8372818231582642,-0.6261664032936096
9,-0.10688750445842743,0.3106936514377594,0.1550954282283783,-0.03064020350575447,-0.1939152181148529,-0.9750543832778931,-0.1034494936466217,-0.1500777155160904,0.2500822842121124,0.10008147358894348,8.472742774756625e-05,1.0000696182250977,1.2080847227480263e-05,9.927778592100367e-05,-0.16609306633472443,0.41323909163475037,-1.1155858039855957,0.019666435196995735,0.6006729602813721,0.6431305408477783,-0.5006972551345825
